Rank	Dataset	original cut-off	original confidence	original min alignment length	Dataset with max. confidence	cut-off	confidence	min alignment length	sequence number	group number	fasta filename	classification filename
species	Aphanoascus	0.988	0.7365	50	Onygenales	0.986	0.8582	50	68	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Diatrype	0.977	0.8788	50	Diatrype	0.977	0.8788	50	63	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Akanthomyces	0.989	0.6053	50	Cordycipitaceae	0.978	0.9242	50	67	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Retiboletus	0.971	0.9181	50	Retiboletus	0.971	0.9181	50	35	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Seiridium	0.994	0.7996	50	All	0.988	0.8276	50	35	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dactylellina	0.952	0.7775	50	All	0.988	0.8276	50	57	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Bryoria	0.993	0.9179	50	Bryoria	0.993	0.9179	50	109	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Inosperma	0.975	0.8245	50	All	0.988	0.8276	50	99	36	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Microbotryum	0.989	0.9063	50	Microbotryum	0.989	0.9063	50	120	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Entyloma	0.996	0.9005	50	Entyloma	0.996	0.9005	50	71	49	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Bacidina	0.981	0.7831	50	All	0.988	0.8276	50	44	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Resinicium	0.984	0.9031	50	Resinicium	0.984	0.9031	50	66	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tubaria	0.965	0.7919	50	Tubariaceae	0.96	0.8901	50	62	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phaeophyscia	0.986	0.7769	50	All	0.988	0.8276	50	81	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Apiotrichum	0.983	0.9153	50	Trichosporonaceae	0.983	0.9339	50	89	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Biatora	0.978	0.9205	50	Biatora	0.978	0.9205	50	118	46	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Deconica	0.995	0.7881	50	Strophariaceae	0.984	0.8587	50	59	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Calicium	0.98	0.7685	50	All	0.988	0.8276	50	76	28	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ceratocystiopsis	0.968	0.7901	50	Ophiostomatales	0.99	0.8545	50	34	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Podoscypha	0.981	0.7762	50	Podoscyphaceae	0.974	0.8662	50	50	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Chlorophyllum	0.983	0.9145	50	Chlorophyllum	0.983	0.9145	50	118	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ramularia	0.987	0.7939	50	Dothideomycetes	0.99	0.8471	50	97	58	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Perenniporia	0.981	0.8581	50	Perenniporia	0.981	0.8581	50	199	55	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Albatrellus	0.989	0.8879	50	Albatrellus	0.989	0.8879	50	35	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Parmotrema	0.985	0.7707	50	All	0.988	0.8276	50	200	29	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rossbeevera	0.992	0.7357	50	Boletaceae	0.985	0.8761	50	52	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dacrymyces	0.954	0.9148	50	Dacrymycetes	0.96	0.9406	50	47	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cladobotryum	0.991	0.8351	50	Hypocreaceae	0.984	0.8843	50	74	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cyathus	0.995	0.8727	50	Cyathus	0.995	0.8727	50	79	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Descolea	0.973	0.933	50	Descolea	0.973	0.933	50	60	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Eutypa	0.975	0.8535	50	Eutypa	0.975	0.8535	50	150	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rhizopogon	0.991	0.8032	50	Boletales	0.985	0.8581	50	603	44	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Graphium	0.994	0.958	50	Graphium	0.994	0.958	50	37	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Uromyces	0.987	0.7408	50	Pucciniomycetes	0.985	0.8351	50	118	29	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hymenoscyphus	0.983	0.8535	50	Hymenoscyphus	0.983	0.8535	50	286	40	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lyophyllum	0.98	0.726	50	All	0.988	0.8276	50	131	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Venturia	0.989	0.8587	50	Venturiaceae	0.989	0.8675	50	113	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Melanogaster	0.965	0.7665	50	Paxillaceae	0.985	0.8643	50	49	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Diploschistes	0.983	0.8745	50	Diploschistes	0.983	0.8745	50	49	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Aureonarius	0.954	0.9581	50	Aureonarius	0.954	0.9581	50	51	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Panellus	0.974	0.8722	50	Panellus	0.974	0.8722	50	71	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tilletia	0.991	0.8286	50	Tilletia	0.991	0.8286	50	199	54	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lobothallia	0.948	0.8364	50	Lobothallia	0.948	0.8364	50	38	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cronartium	0.986	0.8605	50	Cronartium	0.986	0.8605	50	47	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Psora	0.945	0.843	50	Psora	0.945	0.843	50	169	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Aspicilia	0.965	0.694	50	All	0.988	0.8276	50	143	50	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Daedalea	0.969	0.8753	50	Daedalea	0.969	0.8753	50	71	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Nemania	0.976	0.8727	50	Nemania	0.976	0.8727	50	246	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Diatrypella	0.982	0.7442	50	All	0.988	0.8276	50	82	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ceriporiopsis	0.951	0.9087	50	Ceriporiopsis	0.951	0.9087	50	85	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Heterodermia	0.973	0.7879	50	All	0.988	0.8276	50	75	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cystoderma	0.986	0.8345	50	Cystoderma	0.986	0.8345	50	101	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Verrucaria	0.986	0.8126	50	Eurotiomycetes	0.986	0.8481	50	346	89	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Chaenotheca	0.981	0.7242	50	All	0.988	0.8276	50	76	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lobaria	0.987	0.7359	50	Peltigeraceae	0.989	0.8358	50	126	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Strobilomyces	0.965	0.8095	50	Boletaceae	0.985	0.8761	50	68	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Grosmannia	0.991	0.9117	50	Grosmannia	0.991	0.9117	50	59	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Uromycladium	0.972	0.8231	50	Pucciniomycetes	0.985	0.8351	50	55	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Melanohalea	0.993	0.6747	50	All	0.988	0.8276	50	110	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Panus	0.962	0.7823	50	All	0.988	0.8276	50	55	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phaeotremella	0.982	0.8173	50	Tremellomycetes	0.984	0.8576	50	32	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Clitocybula	0.954	0.8825	50	Clitocybula	0.954	0.8825	50	35	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Corticium	0.985	0.7716	50	Corticiaceae	0.966	0.8836	50	47	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Umbilicaria	0.986	0.7321	50	All	0.988	0.8276	50	309	58	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Micropsalliota	0.985	0.907	50	Micropsalliota	0.985	0.907	50	80	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dothiora	0.994	0.9002	50	Dothiora	0.994	0.9002	50	34	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lactifluus	0.986	0.7985	50	All	0.988	0.8276	50	450	169	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rosellinia	0.975	0.9068	50	Rosellinia	0.975	0.9068	50	87	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Flavoparmelia	0.99	0.9065	50	Flavoparmelia	0.99	0.9065	50	48	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cetraria	0.99	0.8259	50	All	0.988	0.8276	50	153	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Placidium	0.935	0.7743	50	Eurotiomycetes	0.986	0.8481	50	47	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phaeocollybia	0.989	0.9259	50	Phaeocollybia	0.989	0.9259	50	207	32	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Kwoniella	0.972	0.8565	50	Cryptococcaceae	0.972	0.924	50	48	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phallus	0.971	0.7864	50	All	0.988	0.8276	50	105	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Helicoma	0.979	0.8803	50	Helicoma	0.979	0.8803	50	41	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Kazachstania	0.982	0.8945	50	Saccharomycetaceae	0.97	0.9452	50	219	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Boletellus	0.962	0.9123	50	Boletellus	0.962	0.9123	50	60	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phoma	0.982	0.8206	50	Didymellaceae	0.993	0.8872	50	130	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phylloporia	0.973	0.8967	50	Phylloporia	0.973	0.8967	50	50	33	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Myxarium	0.99	0.9618	50	Myxarium	0.99	0.9618	50	40	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Aleurodiscus	0.99	0.8597	50	Aleurodiscus	0.99	0.8597	50	84	38	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hymenochaete	0.983	0.8272	50	All	0.988	0.8276	50	244	77	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Coprinus	0.962	0.9103	50	Coprinus	0.962	0.9103	50	84	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Septoglomus	0.966	0.6339	50	All	0.988	0.8276	50	55	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Elsinoe	0.994	0.8857	50	Myriangiales	0.994	0.8971	50	59	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phaeosphaeria	0.967	0.6807	50	Pleosporales	0.992	0.8495	50	129	48	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Seimatosporium	0.993	0.8472	50	Seimatosporium	0.993	0.8472	50	41	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phyllactinia	0.984	0.7839	50	Erysiphaceae	0.991	0.8301	50	128	53	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Suillellus	0.976	0.9141	50	Suillellus	0.976	0.9141	50	60	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Physconia	0.992	0.683	50	All	0.988	0.8276	50	141	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sarcoscypha	0.976	0.8528	50	Sarcoscypha	0.976	0.8528	50	34	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Fusicolla	0.984	0.7541	50	All	0.988	0.8276	50	37	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Trapeliopsis	0.979	0.8586	50	Trapeliopsis	0.979	0.8586	50	48	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Clitopilus	0.989	0.7596	50	Entolomataceae	0.987	0.8368	50	111	33	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Antrodiella	0.984	0.8173	50	All	0.988	0.8276	50	48	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Dioszegia	0.99	0.909	50	Dioszegia	0.99	0.909	50	51	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Septoria	0.994	0.8625	50	Septoria	0.994	0.8625	50	89	47	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phomopsis	0.98	0.824	50	All	0.988	0.8276	50	74	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Polyozellus	0.981	0.8473	50	Polyozellus	0.981	0.8473	50	72	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Corollospora	0.979	0.8176	50	Microascales	0.982	0.8457	50	61	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Picipes	0.972	0.9368	50	Picipes	0.972	0.9368	50	58	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sporormiella	0.967	0.8412	50	Sporormiaceae	0.971	0.8725	50	61	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lyomyces	0.97	0.8529	50	Lyomyces	0.97	0.8529	50	115	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Absidia	0.968	0.8381	50	Mucorales	0.964	0.8795	50	128	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Niesslia	0.973	0.6395	50	All	0.988	0.8276	50	93	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ogataea	0.99	0.906	50	Ogataea	0.99	0.906	50	94	42	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hydnoporia	0.986	0.7748	50	All	0.988	0.8276	50	58	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Anthracocystis	0.988	0.8999	50	Anthracocystis	0.988	0.8999	50	51	35	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Mycosphaerella	0.986	0.9035	50	Mycosphaerella	0.986	0.9035	50	147	39	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Genea	0.965	0.7585	50	All	0.988	0.8276	50	164	25	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Antrodia	0.978	0.8373	50	Antrodia	0.978	0.8373	50	161	38	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phialophora	0.974	0.9281	50	Phialophora	0.974	0.9281	50	66	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cyanosporus	0.995	0.6633	50	Polyporales_fam_Incertae_sedis	0.974	0.8437	50	44	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Xenasmatella	0.984	0.8097	50	All	0.988	0.8276	50	35	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gaeumannomyces	0.987	0.8535	50	Magnaporthaceae	0.988	0.8572	50	78	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tropicoporus	0.954	0.825	50	All	0.988	0.8276	50	78	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phaeosphaeriopsis	0.994	0.8754	50	Phaeosphaeriopsis	0.994	0.8754	50	41	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Canoparmelia	0.96	0.839	50	Canoparmelia	0.96	0.839	50	35	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Peniophorella	0.937	0.9324	50	Peniophorella	0.937	0.9324	50	133	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Myrmecridium	0.957	0.7191	50	All	0.988	0.8276	50	40	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Cyphellophora	0.994	0.8967	50	Cyphellophora	0.994	0.8967	50	102	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gyroporus	0.934	0.7752	50	Boletales	0.985	0.8581	50	60	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lipomyces	0.972	0.9169	50	Lipomycetaceae	0.972	0.9333	50	69	23	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Oudemansiella	0.963	0.714	50	Physalacriaceae	0.985	0.8318	50	80	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lachnellula	0.987	0.81	50	All	0.988	0.8276	50	32	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Butyriboletus	0.97	0.9017	50	Butyriboletus	0.97	0.9017	50	107	22	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Elaphomyces	0.985	0.9466	50	Elaphomycetaceae	0.973	0.9468	50	75	31	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gerronema	0.989	0.8253	50	All	0.988	0.8276	50	45	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gloeocystidiellum	0.947	0.8909	50	Gloeocystidiellum	0.947	0.8909	50	33	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Mariannaea	0.988	0.7961	50	All	0.988	0.8276	50	31	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Bolbitius	0.983	0.7679	50	All	0.988	0.8276	50	39	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Nakazawaea	0.986	0.8294	50	Saccharomycetales	0.986	0.8893	50	53	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Valsa	0.984	0.7634	50	All	0.988	0.8276	50	39	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Wickerhamiella	0.983	0.9371	50	Wickerhamiella	0.983	0.9371	50	75	26	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Scytinostroma	0.919	0.8811	50	Scytinostroma	0.919	0.8811	50	61	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Coleosporium	0.988	0.9015	50	Coleosporium	0.988	0.9015	50	46	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lecidella	0.978	0.9228	50	Lecidella	0.978	0.9228	50	93	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pulveroboletus	0.985	0.7586	50	Boletaceae	0.985	0.8761	50	36	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tubulicrinis	0.961	0.9444	50	Tubulicrinis	0.961	0.9444	50	42	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Taphrina	0.987	0.8036	50	All	0.988	0.8276	50	86	34	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Xerocomellus	0.982	0.9193	50	Xerocomellus	0.982	0.9193	50	164	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Geoglossum	0.967	0.8106	50	All	0.988	0.8276	50	52	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tarzetta	0.974	0.8439	50	Tarzettaceae	0.974	0.8595	50	51	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Neoerysiphe	0.987	0.911	50	Neoerysiphe	0.987	0.911	50	46	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Phlebiopsis	0.984	0.8927	50	Phlebiopsis	0.984	0.8927	50	102	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sistotremastrum	0.973	0.929	50	Sistotremastrum	0.973	0.929	50	31	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hyphoderma	0.978	0.8155	50	All	0.988	0.8276	50	208	37	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Verruconis	0.966	0.981	50	Verruconis	0.966	0.981	50	35	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Raffaelea	0.969	0.957	50	Raffaelea	0.969	0.957	50	31	17	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gymnoascus	0.95	0.9081	50	Gymnoascus	0.95	0.9081	50	30	13	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Sarcogyne	0.936	0.8388	50	Sarcogyne	0.936	0.8388	50	45	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Polyblastia	0.981	0.8409	50	Eurotiomycetes	0.986	0.8481	50	57	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rhinocladiella	0.951	0.9606	50	Rhinocladiella	0.951	0.9606	50	60	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ophiognomonia	0.993	0.8456	50	Gnomoniaceae	0.992	0.9025	50	87	29	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Lepraria	0.979	0.747	50	All	0.988	0.8276	50	164	42	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Postia	0.986	0.801	50	All	0.988	0.8276	50	114	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pannaria	0.987	0.8431	50	Pannaria	0.987	0.8431	50	42	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Chrysomyxa	0.987	0.6861	50	Pucciniomycetes	0.985	0.8351	50	49	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Scheffersomyces	0.981	0.7888	50	Debaryomycetaceae	0.987	0.9165	50	62	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Octaviania	0.987	0.9611	50	Octaviania	0.987	0.9611	50	48	20	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Scolecobasidium	0.981	0.7859	50	Sympoventuriaceae	0.967	0.87	50	81	27	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Blastobotrys	0.983	0.9259	50	Trichomonascaceae	0.987	0.9288	50	48	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Rutstroemia	0.993	0.8279	50	Rutstroemiaceae	0.993	0.8374	50	55	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Melanelixia	0.992	0.8691	50	Melanelixia	0.992	0.8691	50	102	12	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Micarea	0.953	0.9328	50	Micarea	0.953	0.9328	50	83	50	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Diversispora	0.97	0.7029	50	All	0.988	0.8276	50	106	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Pyxine	0.97	0.84	50	Pyxine	0.97	0.84	50	45	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Aureoboletus	0.982	0.9285	50	Aureoboletus	0.982	0.9285	50	52	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Macrolepiota	0.985	0.9415	50	Macrolepiota	0.985	0.9415	50	80	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Xylographa	0.981	0.7851	50	Xylographaceae	0.982	0.8281	50	47	18	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gomphidius	0.974	0.9794	50	Gomphidius	0.974	0.9794	50	53	10	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hypochnicium	0.945	0.9439	50	Hypochnicium	0.945	0.9439	50	57	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Gyalolechia	0.969	0.7986	50	All	0.988	0.8276	50	85	21	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Roccella	0.976	0.8384	50	Arthoniales	0.976	0.8722	50	129	24	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Tricladium	0.971	0.9596	50	Tricladium	0.971	0.9596	50	30	11	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Protoparmelia	0.972	0.7854	50	All	0.988	0.8276	50	63	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Junghuhnia	0.975	0.8728	50	Junghuhnia	0.975	0.8728	50	103	16	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Leptographium	0.985	0.7757	50	Ophiostomatales	0.99	0.8545	50	86	31	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Hypoderma	0.971	0.7478	50	All	0.988	0.8276	50	42	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Graphilbum	0.994	0.8831	50	Graphilbum	0.994	0.8831	50	41	14	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Ascosphaera	0.987	0.8647	50	Ascosphaera	0.987	0.8647	50	49	15	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
species	Helicogloea	0.986	1.0	50	Helicogloea	0.986	1.0	50	32	19	unite2024ITS2.unique.species.fasta	unite2024ITS2.unique.species.classification
